Title,Note,URL,Tags,Comment
Café Society,,https://www.google.com/maps/place/Caf%C3%A9+Society/data=!4m2!3m1!1s0x4876053de7bf955f:0xbf1d3833592977c,,
Formative Coffee,,https://www.google.com/maps/place/Formative+Coffee/data=!4m2!3m1!1s0x4876055ab15a6ba7:0x8f9e6fb6d9f8ee1f,,
Vanilla Black Coffee & Books,,https://www.google.com/maps/place/Vanilla+Black+Coffee+%26+Books/data=!4m2!3m1!1s0x48760493e03191b1:0x2e627dd7f947991c,,
Coffee Studio 7GR Clapham,,https://www.google.com/maps/place/Coffee+Studio+7GR+Clapham/data=!4m2!3m1!1s0x487604f4d1d7cd71:0xf6001aba588328ca,,
The Kennington Coffee Shop,,https://www.google.com/maps/place/The+Kennington+Coffee+Shop/data=!4m2!3m1!1s0x487604960e762d13:0xb8bc38184e56f7c6,,
Cafe G. - Finsbury Park,,https://www.google.com/maps/place/Cafe+G.+-+Finsbury+Park/data=!4m2!3m1!1s0x48761b1403303421:0x74d365224076c1f5,,
Photobookcafe,,https://www.google.com/maps/place/Photobookcafe/data=!4m2!3m1!1s0x48761d770af86583:0xcdf014566cfd6497,,
Redemption Roasters - Covent Garden,,https://www.google.com/maps/place/Redemption+Roasters+-+Covent+Garden/data=!4m2!3m1!1s0x4876058ea2839d87:0xea3d259c87a66d76,,
Store Street Espresso,,https://www.google.com/maps/place/Store+Street+Espresso/data=!4m2!3m1!1s0x48760f2e3cae8b93:0x605aa9cc572df266,,
Commons at Old Street Works,,https://www.google.com/maps/place/Commons+at+Old+Street+Works/data=!4m2!3m1!1s0x48761db94b5a9dd3:0xf2c8bd57f5b7d956,,
Nostos Coffee,No laptop on weekends,https://www.google.com/maps/place/Nostos+Coffee/data=!4m2!3m1!1s0x48760513cb9f6363:0x4b85618e89510990,,
Red Lion Square Gardens,,https://www.google.com/maps/place/Red+Lion+Square+Gardens/data=!4m2!3m1!1s0x48761b35c1ef96a1:0x903da1f2a7660169,,
The Roasting,,https://www.google.com/maps/place/The+Roasting/data=!4m2!3m1!1s0x487604e04cc2cf2f:0xf5b4e574067eb05,,
Delah Coffee,,https://www.google.com/maps/place/Delah+Coffee/data=!4m2!3m1!1s0x808581990ca0ce2f:0x944118dbe8c9038d,,
San Francisco Public Library,,https://www.google.com/maps/place/San+Francisco+Public+Library/data=!4m2!3m1!1s0x8085809b9c296b77:0xebdea9b084af4b86,,
Saint Frank Coffee,,https://www.google.com/maps/place/Saint+Frank+Coffee/data=!4m2!3m1!1s0x8085810041c7536f:0xd92c04cb51082e81,,
Brooklyn Roasting Company Tokyo International Forum,,https://www.google.com/maps/place/Brooklyn+Roasting+Company+Tokyo+International+Forum/data=!4m2!3m1!1s0x60188bb22b9d0cb7:0xc2f54df698c936a2,,
Beasty Coffee [ cafe laboratory ],,https://www.google.com/maps/place/Beasty+Coffee+%5B+cafe+laboratory+%5D/data=!4m2!3m1!1s0x60188d508870e6a1:0x27f64d15392cda7d,,
